,customer_id,customer_location
1900-01-01 08:15:00,21,dairy
1900-01-01 08:15:00,22,fruit
1900-01-01 08:16:00,4,dairy
1900-01-01 08:16:00,6,spices
1900-01-01 08:16:00,11,dairy
1900-01-01 08:16:00,15,spices
1900-01-01 08:16:00,16,drinks
1900-01-01 08:16:00,18,checkout
1900-01-01 08:16:00,20,dairy
1900-01-01 08:16:00,21,fruit
1900-01-01 08:16:00,22,dairy
1900-01-01 08:16:00,23,entry
1900-01-01 08:17:00,4,dairy
1900-01-01 08:17:00,6,checkout
1900-01-01 08:17:00,11,fruit
1900-01-01 08:17:00,15,spices
1900-01-01 08:17:00,16,checkout
1900-01-01 08:17:00,20,dairy
1900-01-01 08:17:00,21,checkout
1900-01-01 08:17:00,22,dairy
1900-01-01 08:17:00,23,drinks
1900-01-01 08:17:00,24,entry
1900-01-01 08:18:00,4,dairy
1900-01-01 08:18:00,11,fruit
1900-01-01 08:18:00,15,drinks
1900-01-01 08:18:00,20,dairy
1900-01-01 08:18:00,22,dairy
1900-01-01 08:18:00,23,drinks
1900-01-01 08:18:00,24,spices
1900-01-01 08:18:00,25,entry
1900-01-01 08:18:00,26,entry
1900-01-01 08:18:00,27,entry
1900-01-01 08:19:00,4,dairy
1900-01-01 08:19:00,11,spices
1900-01-01 08:19:00,15,fruit
1900-01-01 08:19:00,20,drinks
1900-01-01 08:19:00,22,dairy
1900-01-01 08:19:00,23,drinks
1900-01-01 08:19:00,24,checkout
1900-01-01 08:19:00,25,dairy
1900-01-01 08:19:00,26,dairy
1900-01-01 08:19:00,27,fruit
1900-01-01 08:20:00,4,dairy
1900-01-01 08:20:00,11,drinks
1900-01-01 08:20:00,15,drinks
1900-01-01 08:20:00,20,drinks
1900-01-01 08:20:00,22,dairy
1900-01-01 08:20:00,23,drinks
1900-01-01 08:20:00,25,dairy
1900-01-01 08:20:00,26,dairy
1900-01-01 08:20:00,27,fruit
1900-01-01 08:20:00,28,entry
1900-01-01 08:21:00,4,dairy
1900-01-01 08:21:00,11,drinks
1900-01-01 08:21:00,15,drinks
1900-01-01 08:21:00,20,drinks
1900-01-01 08:21:00,22,dairy
1900-01-01 08:21:00,23,drinks
1900-01-01 08:21:00,25,dairy
1900-01-01 08:21:00,26,dairy
1900-01-01 08:21:00,27,checkout
1900-01-01 08:21:00,28,fruit
1900-01-01 08:22:00,4,dairy
1900-01-01 08:22:00,11,fruit
1900-01-01 08:22:00,15,checkout
1900-01-01 08:22:00,20,drinks
1900-01-01 08:22:00,22,dairy
1900-01-01 08:22:00,23,drinks
1900-01-01 08:22:00,25,dairy
1900-01-01 08:22:00,26,dairy
1900-01-01 08:22:00,28,fruit
1900-01-01 08:22:00,29,entry
1900-01-01 08:23:00,4,dairy
1900-01-01 08:23:00,11,fruit
1900-01-01 08:23:00,20,spices
1900-01-01 08:23:00,22,drinks
1900-01-01 08:23:00,23,fruit
1900-01-01 08:23:00,25,dairy
1900-01-01 08:23:00,26,dairy
1900-01-01 08:23:00,28,spices
1900-01-01 08:23:00,29,spices
1900-01-01 08:23:00,30,entry
1900-01-01 08:24:00,4,dairy
1900-01-01 08:24:00,11,drinks
1900-01-01 08:24:00,20,spices
1900-01-01 08:24:00,22,drinks
1900-01-01 08:24:00,23,fruit
1900-01-01 08:24:00,25,dairy
1900-01-01 08:24:00,26,drinks
1900-01-01 08:24:00,28,drinks
1900-01-01 08:24:00,29,checkout
1900-01-01 08:24:00,30,dairy
1900-01-01 08:25:00,4,drinks
1900-01-01 08:25:00,11,drinks
1900-01-01 08:25:00,20,spices
1900-01-01 08:25:00,22,checkout
1900-01-01 08:25:00,23,checkout
1900-01-01 08:25:00,25,drinks
1900-01-01 08:25:00,26,drinks
1900-01-01 08:25:00,28,drinks
1900-01-01 08:25:00,30,dairy
1900-01-01 08:25:00,31,entry
1900-01-01 08:26:00,4,checkout
1900-01-01 08:26:00,11,fruit
1900-01-01 08:26:00,20,drinks
1900-01-01 08:26:00,25,drinks
1900-01-01 08:26:00,26,checkout
1900-01-01 08:26:00,28,checkout
1900-01-01 08:26:00,30,drinks
1900-01-01 08:26:00,31,spices
1900-01-01 08:26:00,32,entry
1900-01-01 08:26:00,33,entry
1900-01-01 08:27:00,11,spices
1900-01-01 08:27:00,20,fruit
1900-01-01 08:27:00,25,drinks
1900-01-01 08:27:00,30,fruit
1900-01-01 08:27:00,31,spices
1900-01-01 08:27:00,32,dairy
1900-01-01 08:27:00,33,drinks
1900-01-01 08:27:00,34,entry
1900-01-01 08:27:00,35,entry
1900-01-01 08:27:00,36,entry
1900-01-01 08:28:00,11,drinks
1900-01-01 08:28:00,20,checkout
1900-01-01 08:28:00,25,spices
1900-01-01 08:28:00,30,fruit
1900-01-01 08:28:00,31,dairy
1900-01-01 08:28:00,32,dairy
1900-01-01 08:28:00,33,drinks
1900-01-01 08:28:00,34,fruit
1900-01-01 08:28:00,35,spices
1900-01-01 08:28:00,36,drinks
1900-01-01 08:29:00,11,drinks
1900-01-01 08:29:00,25,fruit
1900-01-01 08:29:00,30,fruit
1900-01-01 08:29:00,31,dairy
1900-01-01 08:29:00,32,checkout
1900-01-01 08:29:00,33,drinks
1900-01-01 08:29:00,34,fruit
1900-01-01 08:29:00,35,spices
1900-01-01 08:29:00,36,drinks
1900-01-01 08:29:00,37,entry
1900-01-01 08:30:00,11,checkout
1900-01-01 08:30:00,25,checkout
1900-01-01 08:30:00,30,fruit
1900-01-01 08:30:00,31,dairy
1900-01-01 08:30:00,33,drinks
1900-01-01 08:30:00,34,fruit
1900-01-01 08:30:00,35,fruit
1900-01-01 08:30:00,36,checkout
1900-01-01 08:30:00,37,spices
1900-01-01 08:30:00,38,entry
1900-01-01 08:31:00,30,checkout
1900-01-01 08:31:00,31,dairy
1900-01-01 08:31:00,33,drinks
1900-01-01 08:31:00,34,fruit
1900-01-01 08:31:00,35,fruit
1900-01-01 08:31:00,37,checkout
1900-01-01 08:31:00,38,dairy
1900-01-01 08:31:00,39,entry
1900-01-01 08:31:00,40,entry
1900-01-01 08:31:00,41,entry
1900-01-01 08:32:00,31,dairy
1900-01-01 08:32:00,33,drinks
1900-01-01 08:32:00,34,fruit
1900-01-01 08:32:00,35,checkout
1900-01-01 08:32:00,38,dairy
1900-01-01 08:32:00,39,drinks
1900-01-01 08:32:00,40,dairy
1900-01-01 08:32:00,41,spices
1900-01-01 08:32:00,42,entry
1900-01-01 08:32:00,43,entry
1900-01-01 08:33:00,31,drinks
1900-01-01 08:33:00,33,drinks
1900-01-01 08:33:00,34,fruit
1900-01-01 08:33:00,38,dairy
1900-01-01 08:33:00,39,drinks
1900-01-01 08:33:00,40,dairy
1900-01-01 08:33:00,41,drinks
1900-01-01 08:33:00,42,fruit
1900-01-01 08:33:00,43,dairy
1900-01-01 08:33:00,44,entry
1900-01-01 08:34:00,31,drinks
1900-01-01 08:34:00,33,drinks
1900-01-01 08:34:00,34,fruit
1900-01-01 08:34:00,38,dairy
1900-01-01 08:34:00,39,checkout
1900-01-01 08:34:00,40,dairy
1900-01-01 08:34:00,41,spices
1900-01-01 08:34:00,42,fruit
1900-01-01 08:34:00,43,dairy
1900-01-01 08:34:00,44,fruit
1900-01-01 08:35:00,31,checkout
1900-01-01 08:35:00,33,drinks
1900-01-01 08:35:00,34,fruit
1900-01-01 08:35:00,38,checkout
1900-01-01 08:35:00,40,drinks
1900-01-01 08:35:00,41,drinks
1900-01-01 08:35:00,42,fruit
1900-01-01 08:35:00,43,dairy
1900-01-01 08:35:00,44,fruit
1900-01-01 08:35:00,45,entry
1900-01-01 08:36:00,33,spices
1900-01-01 08:36:00,34,dairy
1900-01-01 08:36:00,40,fruit
1900-01-01 08:36:00,41,checkout
1900-01-01 08:36:00,42,fruit
1900-01-01 08:36:00,43,dairy
1900-01-01 08:36:00,44,fruit
1900-01-01 08:36:00,45,fruit
1900-01-01 08:36:00,46,entry
1900-01-01 08:36:00,47,entry
1900-01-01 08:37:00,33,drinks
1900-01-01 08:37:00,34,dairy
1900-01-01 08:37:00,40,fruit
1900-01-01 08:37:00,42,drinks
1900-01-01 08:37:00,43,dairy
1900-01-01 08:37:00,44,fruit
1900-01-01 08:37:00,45,dairy
1900-01-01 08:37:00,46,spices
1900-01-01 08:37:00,47,dairy
1900-01-01 08:37:00,48,entry
1900-01-01 08:38:00,33,checkout
1900-01-01 08:38:00,34,dairy
1900-01-01 08:38:00,40,fruit
1900-01-01 08:38:00,42,fruit
1900-01-01 08:38:00,43,dairy
1900-01-01 08:38:00,44,checkout
1900-01-01 08:38:00,45,dairy
1900-01-01 08:38:00,46,dairy
1900-01-01 08:38:00,47,checkout
1900-01-01 08:38:00,48,dairy
1900-01-01 08:39:00,34,dairy
1900-01-01 08:39:00,40,fruit
1900-01-01 08:39:00,42,spices
1900-01-01 08:39:00,43,dairy
1900-01-01 08:39:00,45,dairy
1900-01-01 08:39:00,46,dairy
1900-01-01 08:39:00,48,dairy
1900-01-01 08:39:00,49,entry
1900-01-01 08:39:00,50,entry
1900-01-01 08:39:00,51,entry
1900-01-01 08:40:00,34,dairy
1900-01-01 08:40:00,40,checkout
1900-01-01 08:40:00,42,checkout
1900-01-01 08:40:00,43,dairy
1900-01-01 08:40:00,45,dairy
1900-01-01 08:40:00,46,dairy
1900-01-01 08:40:00,48,spices
1900-01-01 08:40:00,49,dairy
1900-01-01 08:40:00,50,dairy
1900-01-01 08:40:00,51,fruit
1900-01-01 08:41:00,34,dairy
1900-01-01 08:41:00,43,dairy
1900-01-01 08:41:00,45,dairy
1900-01-01 08:41:00,46,dairy
1900-01-01 08:41:00,48,dairy
1900-01-01 08:41:00,49,dairy
1900-01-01 08:41:00,50,dairy
1900-01-01 08:41:00,51,dairy
1900-01-01 08:41:00,52,entry
1900-01-01 08:41:00,53,entry
1900-01-01 08:42:00,34,dairy
1900-01-01 08:42:00,43,dairy
1900-01-01 08:42:00,45,dairy
1900-01-01 08:42:00,46,dairy
1900-01-01 08:42:00,48,spices
1900-01-01 08:42:00,49,checkout
1900-01-01 08:42:00,50,dairy
1900-01-01 08:42:00,51,dairy
1900-01-01 08:42:00,52,dairy
1900-01-01 08:42:00,53,dairy
1900-01-01 08:43:00,34,dairy
1900-01-01 08:43:00,43,dairy
1900-01-01 08:43:00,45,dairy
1900-01-01 08:43:00,46,dairy
1900-01-01 08:43:00,48,drinks
1900-01-01 08:43:00,50,drinks
1900-01-01 08:43:00,51,fruit
1900-01-01 08:43:00,52,dairy
1900-01-01 08:43:00,53,checkout
1900-01-01 08:43:00,54,entry
1900-01-01 08:44:00,34,dairy
1900-01-01 08:44:00,43,dairy
1900-01-01 08:44:00,45,dairy
1900-01-01 08:44:00,46,spices
1900-01-01 08:44:00,48,spices
1900-01-01 08:44:00,50,checkout
1900-01-01 08:44:00,51,checkout
1900-01-01 08:44:00,52,dairy
1900-01-01 08:44:00,54,drinks
1900-01-01 08:44:00,55,entry
1900-01-01 08:45:00,34,dairy
1900-01-01 08:45:00,43,fruit
1900-01-01 08:45:00,45,dairy
1900-01-01 08:45:00,46,dairy
1900-01-01 08:45:00,48,fruit
1900-01-01 08:45:00,52,dairy
1900-01-01 08:45:00,54,drinks
1900-01-01 08:45:00,55,fruit
1900-01-01 08:45:00,56,entry
1900-01-01 08:45:00,57,entry
1900-01-01 08:46:00,34,dairy
1900-01-01 08:46:00,43,drinks
1900-01-01 08:46:00,45,dairy
1900-01-01 08:46:00,46,drinks
1900-01-01 08:46:00,48,fruit
1900-01-01 08:46:00,52,dairy
1900-01-01 08:46:00,54,checkout
1900-01-01 08:46:00,55,fruit
1900-01-01 08:46:00,56,dairy
1900-01-01 08:46:00,57,fruit
1900-01-01 08:47:00,34,dairy
1900-01-01 08:47:00,43,spices
1900-01-01 08:47:00,45,dairy
1900-01-01 08:47:00,46,drinks
1900-01-01 08:47:00,48,checkout
1900-01-01 08:47:00,52,dairy
1900-01-01 08:47:00,55,fruit
1900-01-01 08:47:00,56,checkout
1900-01-01 08:47:00,57,fruit
1900-01-01 08:47:00,58,entry
1900-01-01 08:48:00,34,dairy
1900-01-01 08:48:00,43,checkout
1900-01-01 08:48:00,45,dairy
1900-01-01 08:48:00,46,drinks
1900-01-01 08:48:00,52,checkout
1900-01-01 08:48:00,55,fruit
1900-01-01 08:48:00,57,fruit
1900-01-01 08:48:00,58,fruit
1900-01-01 08:48:00,59,entry
1900-01-01 08:48:00,60,entry
1900-01-01 08:49:00,34,dairy
1900-01-01 08:49:00,45,dairy
1900-01-01 08:49:00,46,spices
1900-01-01 08:49:00,55,spices
1900-01-01 08:49:00,57,dairy
1900-01-01 08:49:00,58,fruit
1900-01-01 08:49:00,59,spices
1900-01-01 08:49:00,60,fruit
1900-01-01 08:49:00,61,entry
1900-01-01 08:49:00,62,entry
1900-01-01 08:50:00,34,dairy
1900-01-01 08:50:00,45,dairy
1900-01-01 08:50:00,46,spices
1900-01-01 08:50:00,55,drinks
1900-01-01 08:50:00,57,dairy
1900-01-01 08:50:00,58,fruit
1900-01-01 08:50:00,59,fruit
1900-01-01 08:50:00,60,fruit
1900-01-01 08:50:00,61,fruit
1900-01-01 08:50:00,62,spices
1900-01-01 08:51:00,34,dairy
1900-01-01 08:51:00,45,dairy
1900-01-01 08:51:00,46,drinks
1900-01-01 08:51:00,55,drinks
1900-01-01 08:51:00,57,dairy
1900-01-01 08:51:00,58,fruit
1900-01-01 08:51:00,59,drinks
1900-01-01 08:51:00,60,drinks
1900-01-01 08:51:00,61,checkout
1900-01-01 08:51:00,62,dairy
1900-01-01 08:52:00,34,dairy
1900-01-01 08:52:00,45,fruit
1900-01-01 08:52:00,46,fruit
1900-01-01 08:52:00,55,spices
1900-01-01 08:52:00,57,dairy
1900-01-01 08:52:00,58,fruit
1900-01-01 08:52:00,59,fruit
1900-01-01 08:52:00,60,drinks
1900-01-01 08:52:00,62,spices
1900-01-01 08:52:00,63,entry
1900-01-01 08:53:00,34,dairy
1900-01-01 08:53:00,45,fruit
1900-01-01 08:53:00,46,fruit
1900-01-01 08:53:00,55,fruit
1900-01-01 08:53:00,57,drinks
1900-01-01 08:53:00,58,fruit
1900-01-01 08:53:00,59,fruit
1900-01-01 08:53:00,60,spices
1900-01-01 08:53:00,62,spices
1900-01-01 08:53:00,63,dairy
1900-01-01 08:54:00,34,dairy
1900-01-01 08:54:00,45,fruit
1900-01-01 08:54:00,46,checkout
1900-01-01 08:54:00,55,fruit
1900-01-01 08:54:00,57,drinks
1900-01-01 08:54:00,58,fruit
1900-01-01 08:54:00,59,fruit
1900-01-01 08:54:00,60,checkout
1900-01-01 08:54:00,62,fruit
1900-01-01 08:54:00,63,dairy
1900-01-01 08:55:00,34,dairy
1900-01-01 08:55:00,45,fruit
1900-01-01 08:55:00,55,fruit
1900-01-01 08:55:00,57,checkout
1900-01-01 08:55:00,58,checkout
1900-01-01 08:55:00,59,fruit
1900-01-01 08:55:00,62,fruit
1900-01-01 08:55:00,63,dairy
1900-01-01 08:55:00,64,entry
1900-01-01 08:55:00,65,entry
1900-01-01 08:56:00,34,dairy
1900-01-01 08:56:00,45,fruit
1900-01-01 08:56:00,55,checkout
1900-01-01 08:56:00,59,drinks
1900-01-01 08:56:00,62,fruit
1900-01-01 08:56:00,63,dairy
1900-01-01 08:56:00,64,fruit
1900-01-01 08:56:00,65,spices
1900-01-01 08:56:00,66,entry
1900-01-01 08:56:00,67,entry
1900-01-01 08:57:00,34,dairy
1900-01-01 08:57:00,45,spices
1900-01-01 08:57:00,59,checkout
1900-01-01 08:57:00,62,checkout
1900-01-01 08:57:00,63,dairy
1900-01-01 08:57:00,64,checkout
1900-01-01 08:57:00,65,dairy
1900-01-01 08:57:00,66,spices
1900-01-01 08:57:00,67,spices
1900-01-01 08:57:00,68,entry
1900-01-01 08:58:00,34,dairy
1900-01-01 08:58:00,45,fruit
1900-01-01 08:58:00,63,fruit
1900-01-01 08:58:00,65,dairy
1900-01-01 08:58:00,66,spices
1900-01-01 08:58:00,67,spices
1900-01-01 08:58:00,68,spices
1900-01-01 08:58:00,69,entry
1900-01-01 08:58:00,70,entry
1900-01-01 08:58:00,71,entry
1900-01-01 08:59:00,34,fruit
1900-01-01 08:59:00,45,fruit
1900-01-01 08:59:00,63,fruit
1900-01-01 08:59:00,65,dairy
1900-01-01 08:59:00,66,checkout
1900-01-01 08:59:00,67,spices
1900-01-01 08:59:00,68,spices
1900-01-01 08:59:00,69,spices
1900-01-01 08:59:00,70,fruit
1900-01-01 08:59:00,71,dairy
1900-01-01 09:00:00,34,fruit
1900-01-01 09:00:00,45,checkout
1900-01-01 09:00:00,63,dairy
1900-01-01 09:00:00,65,dairy
1900-01-01 09:00:00,67,spices
1900-01-01 09:00:00,68,fruit
1900-01-01 09:00:00,69,dairy
1900-01-01 09:00:00,70,fruit
1900-01-01 09:00:00,71,checkout
1900-01-01 09:00:00,72,entry
1900-01-01 09:01:00,34,fruit
1900-01-01 09:01:00,63,dairy
1900-01-01 09:01:00,65,dairy
1900-01-01 09:01:00,67,fruit
1900-01-01 09:01:00,68,fruit
1900-01-01 09:01:00,69,dairy
1900-01-01 09:01:00,70,fruit
1900-01-01 09:01:00,72,fruit
1900-01-01 09:01:00,73,entry
1900-01-01 09:01:00,74,entry
1900-01-01 09:02:00,34,fruit
1900-01-01 09:02:00,63,dairy
1900-01-01 09:02:00,65,spices
1900-01-01 09:02:00,67,dairy
1900-01-01 09:02:00,68,checkout
1900-01-01 09:02:00,69,dairy
1900-01-01 09:02:00,70,fruit
1900-01-01 09:02:00,72,spices
1900-01-01 09:02:00,73,fruit
1900-01-01 09:02:00,74,dairy
1900-01-01 09:03:00,34,fruit
1900-01-01 09:03:00,63,spices
1900-01-01 09:03:00,65,spices
1900-01-01 09:03:00,67,dairy
1900-01-01 09:03:00,69,fruit
1900-01-01 09:03:00,70,checkout
1900-01-01 09:03:00,72,spices
1900-01-01 09:03:00,73,fruit
1900-01-01 09:03:00,74,spices
1900-01-01 09:03:00,75,entry
1900-01-01 09:04:00,34,fruit
1900-01-01 09:04:00,63,dairy
1900-01-01 09:04:00,65,checkout
1900-01-01 09:04:00,67,dairy
1900-01-01 09:04:00,69,spices
1900-01-01 09:04:00,72,checkout
1900-01-01 09:04:00,73,fruit
1900-01-01 09:04:00,74,dairy
1900-01-01 09:04:00,75,dairy
1900-01-01 09:04:00,76,entry
1900-01-01 09:05:00,34,fruit
1900-01-01 09:05:00,63,dairy
1900-01-01 09:05:00,67,dairy
1900-01-01 09:05:00,69,drinks
1900-01-01 09:05:00,73,fruit
1900-01-01 09:05:00,74,dairy
1900-01-01 09:05:00,75,drinks
1900-01-01 09:05:00,76,dairy
1900-01-01 09:05:00,77,entry
1900-01-01 09:05:00,78,entry
1900-01-01 09:06:00,34,checkout
1900-01-01 09:06:00,63,dairy
1900-01-01 09:06:00,67,fruit
1900-01-01 09:06:00,69,drinks
1900-01-01 09:06:00,73,dairy
1900-01-01 09:06:00,74,dairy
1900-01-01 09:06:00,75,checkout
1900-01-01 09:06:00,76,dairy
1900-01-01 09:06:00,77,spices
1900-01-01 09:06:00,78,dairy
1900-01-01 09:07:00,63,dairy
1900-01-01 09:07:00,67,drinks
1900-01-01 09:07:00,69,drinks
1900-01-01 09:07:00,73,dairy
1900-01-01 09:07:00,74,dairy
1900-01-01 09:07:00,76,drinks
1900-01-01 09:07:00,77,dairy
1900-01-01 09:07:00,78,dairy
1900-01-01 09:07:00,79,entry
1900-01-01 09:07:00,80,entry
1900-01-01 09:08:00,63,dairy
1900-01-01 09:08:00,67,checkout
1900-01-01 09:08:00,69,drinks
1900-01-01 09:08:00,73,spices
1900-01-01 09:08:00,74,dairy
1900-01-01 09:08:00,76,drinks
1900-01-01 09:08:00,77,dairy
1900-01-01 09:08:00,78,checkout
1900-01-01 09:08:00,79,fruit
1900-01-01 09:08:00,80,fruit
1900-01-01 09:09:00,63,checkout
1900-01-01 09:09:00,69,spices
1900-01-01 09:09:00,73,drinks
1900-01-01 09:09:00,74,dairy
1900-01-01 09:09:00,76,drinks
1900-01-01 09:09:00,77,dairy
1900-01-01 09:09:00,79,fruit
1900-01-01 09:09:00,80,fruit
1900-01-01 09:09:00,81,entry
1900-01-01 09:09:00,82,entry
1900-01-01 09:10:00,69,fruit
1900-01-01 09:10:00,73,dairy
1900-01-01 09:10:00,74,dairy
1900-01-01 09:10:00,76,checkout
1900-01-01 09:10:00,77,dairy
1900-01-01 09:10:00,79,fruit
1900-01-01 09:10:00,80,fruit
1900-01-01 09:10:00,81,spices
1900-01-01 09:10:00,82,fruit
1900-01-01 09:10:00,83,entry
1900-01-01 09:11:00,69,fruit
1900-01-01 09:11:00,73,dairy
1900-01-01 09:11:00,74,dairy
1900-01-01 09:11:00,77,dairy
1900-01-01 09:11:00,79,drinks
1900-01-01 09:11:00,80,fruit
1900-01-01 09:11:00,81,spices
1900-01-01 09:11:00,82,fruit
1900-01-01 09:11:00,83,dairy
1900-01-01 09:11:00,84,entry
1900-01-01 09:12:00,69,fruit
1900-01-01 09:12:00,73,dairy
1900-01-01 09:12:00,74,drinks
1900-01-01 09:12:00,77,dairy
1900-01-01 09:12:00,79,checkout
1900-01-01 09:12:00,80,checkout
1900-01-01 09:12:00,81,drinks
1900-01-01 09:12:00,82,fruit
1900-01-01 09:12:00,83,dairy
1900-01-01 09:12:00,84,fruit
1900-01-01 09:13:00,69,fruit
1900-01-01 09:13:00,73,dairy
1900-01-01 09:13:00,74,checkout
1900-01-01 09:13:00,77,drinks
1900-01-01 09:13:00,81,drinks
1900-01-01 09:13:00,82,fruit
1900-01-01 09:13:00,83,dairy
1900-01-01 09:13:00,84,fruit
1900-01-01 09:13:00,85,entry
1900-01-01 09:13:00,86,entry
1900-01-01 09:14:00,69,checkout
1900-01-01 09:14:00,73,dairy
1900-01-01 09:14:00,77,drinks
