timestamp,customer_id,customer_location
1900-01-01 08:15:00,21,spices
1900-01-01 08:15:00,22,dairy
1900-01-01 08:15:00,23,dairy
1900-01-01 08:16:00,9,dairy
1900-01-01 08:16:00,12,fruit
1900-01-01 08:16:00,14,dairy
1900-01-01 08:16:00,16,drinks
1900-01-01 08:16:00,18,checkout
1900-01-01 08:16:00,19,spices
1900-01-01 08:16:00,21,dairy
1900-01-01 08:16:00,22,dairy
1900-01-01 08:16:00,23,dairy
1900-01-01 08:16:00,24,entry
1900-01-01 08:17:00,9,dairy
1900-01-01 08:17:00,12,checkout
1900-01-01 08:17:00,14,dairy
1900-01-01 08:17:00,16,drinks
1900-01-01 08:17:00,19,checkout
1900-01-01 08:17:00,21,dairy
1900-01-01 08:17:00,22,dairy
1900-01-01 08:17:00,23,dairy
1900-01-01 08:17:00,24,drinks
1900-01-01 08:17:00,25,entry
1900-01-01 08:18:00,9,checkout
1900-01-01 08:18:00,14,dairy
1900-01-01 08:18:00,16,spices
1900-01-01 08:18:00,21,dairy
1900-01-01 08:18:00,22,dairy
1900-01-01 08:18:00,23,drinks
1900-01-01 08:18:00,24,checkout
1900-01-01 08:18:00,25,dairy
1900-01-01 08:18:00,26,entry
1900-01-01 08:18:00,27,entry
1900-01-01 08:19:00,14,fruit
1900-01-01 08:19:00,16,checkout
1900-01-01 08:19:00,21,spices
1900-01-01 08:19:00,22,dairy
1900-01-01 08:19:00,23,checkout
1900-01-01 08:19:00,25,dairy
1900-01-01 08:19:00,26,spices
1900-01-01 08:19:00,27,drinks
1900-01-01 08:19:00,28,entry
1900-01-01 08:19:00,29,entry
1900-01-01 08:20:00,14,fruit
1900-01-01 08:20:00,21,dairy
1900-01-01 08:20:00,22,dairy
1900-01-01 08:20:00,25,dairy
1900-01-01 08:20:00,26,spices
1900-01-01 08:20:00,27,checkout
1900-01-01 08:20:00,28,spices
1900-01-01 08:20:00,29,fruit
1900-01-01 08:20:00,30,entry
1900-01-01 08:20:00,31,entry
1900-01-01 08:21:00,14,dairy
1900-01-01 08:21:00,21,checkout
1900-01-01 08:21:00,22,dairy
1900-01-01 08:21:00,25,fruit
1900-01-01 08:21:00,26,spices
1900-01-01 08:21:00,28,spices
1900-01-01 08:21:00,29,dairy
1900-01-01 08:21:00,30,fruit
1900-01-01 08:21:00,31,spices
1900-01-01 08:21:00,32,entry
1900-01-01 08:22:00,14,dairy
1900-01-01 08:22:00,22,dairy
1900-01-01 08:22:00,25,fruit
1900-01-01 08:22:00,26,dairy
1900-01-01 08:22:00,28,spices
1900-01-01 08:22:00,29,dairy
1900-01-01 08:22:00,30,fruit
1900-01-01 08:22:00,31,dairy
1900-01-01 08:22:00,32,dairy
1900-01-01 08:22:00,33,entry
1900-01-01 08:23:00,14,dairy
1900-01-01 08:23:00,22,spices
1900-01-01 08:23:00,25,fruit
1900-01-01 08:23:00,26,checkout
1900-01-01 08:23:00,28,spices
1900-01-01 08:23:00,29,drinks
1900-01-01 08:23:00,30,fruit
1900-01-01 08:23:00,31,dairy
1900-01-01 08:23:00,32,dairy
1900-01-01 08:23:00,33,fruit
1900-01-01 08:24:00,14,drinks
1900-01-01 08:24:00,22,spices
1900-01-01 08:24:00,25,checkout
1900-01-01 08:24:00,28,drinks
1900-01-01 08:24:00,29,drinks
1900-01-01 08:24:00,30,fruit
1900-01-01 08:24:00,31,dairy
1900-01-01 08:24:00,32,dairy
1900-01-01 08:24:00,33,fruit
1900-01-01 08:24:00,34,entry
1900-01-01 08:25:00,14,drinks
1900-01-01 08:25:00,22,spices
1900-01-01 08:25:00,28,drinks
1900-01-01 08:25:00,29,drinks
1900-01-01 08:25:00,30,fruit
1900-01-01 08:25:00,31,dairy
1900-01-01 08:25:00,32,checkout
1900-01-01 08:25:00,33,fruit
1900-01-01 08:25:00,34,drinks
1900-01-01 08:25:00,35,entry
1900-01-01 08:26:00,14,drinks
1900-01-01 08:26:00,22,spices
1900-01-01 08:26:00,28,drinks
1900-01-01 08:26:00,29,drinks
1900-01-01 08:26:00,30,checkout
1900-01-01 08:26:00,31,dairy
1900-01-01 08:26:00,33,fruit
1900-01-01 08:26:00,34,drinks
1900-01-01 08:26:00,35,dairy
1900-01-01 08:26:00,36,entry
1900-01-01 08:27:00,14,drinks
1900-01-01 08:27:00,22,drinks
1900-01-01 08:27:00,28,drinks
1900-01-01 08:27:00,29,drinks
1900-01-01 08:27:00,31,dairy
1900-01-01 08:27:00,33,fruit
1900-01-01 08:27:00,34,drinks
1900-01-01 08:27:00,35,checkout
1900-01-01 08:27:00,36,fruit
1900-01-01 08:27:00,37,entry
1900-01-01 08:28:00,14,drinks
1900-01-01 08:28:00,22,drinks
1900-01-01 08:28:00,28,checkout
1900-01-01 08:28:00,29,spices
1900-01-01 08:28:00,31,dairy
1900-01-01 08:28:00,33,checkout
1900-01-01 08:28:00,34,drinks
1900-01-01 08:28:00,36,fruit
1900-01-01 08:28:00,37,dairy
1900-01-01 08:28:00,38,entry
1900-01-01 08:29:00,14,fruit
1900-01-01 08:29:00,22,drinks
1900-01-01 08:29:00,29,spices
1900-01-01 08:29:00,31,dairy
1900-01-01 08:29:00,34,drinks
1900-01-01 08:29:00,36,fruit
1900-01-01 08:29:00,37,fruit
1900-01-01 08:29:00,38,drinks
1900-01-01 08:29:00,39,entry
1900-01-01 08:29:00,40,entry
1900-01-01 08:30:00,14,checkout
1900-01-01 08:30:00,22,drinks
1900-01-01 08:30:00,29,dairy
1900-01-01 08:30:00,31,dairy
1900-01-01 08:30:00,34,drinks
1900-01-01 08:30:00,36,checkout
1900-01-01 08:30:00,37,dairy
1900-01-01 08:30:00,38,checkout
1900-01-01 08:30:00,39,fruit
1900-01-01 08:30:00,40,spices
1900-01-01 08:31:00,22,drinks
1900-01-01 08:31:00,29,dairy
1900-01-01 08:31:00,31,dairy
1900-01-01 08:31:00,34,drinks
1900-01-01 08:31:00,37,dairy
1900-01-01 08:31:00,39,checkout
1900-01-01 08:31:00,40,spices
1900-01-01 08:31:00,41,entry
1900-01-01 08:31:00,42,entry
1900-01-01 08:31:00,43,entry
1900-01-01 08:32:00,22,checkout
1900-01-01 08:32:00,29,dairy
1900-01-01 08:32:00,31,spices
1900-01-01 08:32:00,34,drinks
1900-01-01 08:32:00,37,checkout
1900-01-01 08:32:00,40,drinks
1900-01-01 08:32:00,41,dairy
1900-01-01 08:32:00,42,fruit
1900-01-01 08:32:00,43,dairy
1900-01-01 08:32:00,44,entry
1900-01-01 08:33:00,29,dairy
1900-01-01 08:33:00,31,dairy
1900-01-01 08:33:00,34,drinks
1900-01-01 08:33:00,40,drinks
1900-01-01 08:33:00,41,drinks
1900-01-01 08:33:00,42,checkout
1900-01-01 08:33:00,43,dairy
1900-01-01 08:33:00,44,fruit
1900-01-01 08:33:00,45,entry
1900-01-01 08:33:00,46,entry
1900-01-01 08:34:00,29,dairy
1900-01-01 08:34:00,31,dairy
1900-01-01 08:34:00,34,drinks
1900-01-01 08:34:00,40,drinks
1900-01-01 08:34:00,41,drinks
1900-01-01 08:34:00,43,dairy
1900-01-01 08:34:00,44,fruit
1900-01-01 08:34:00,45,dairy
1900-01-01 08:34:00,46,fruit
1900-01-01 08:34:00,47,entry
1900-01-01 08:35:00,29,dairy
1900-01-01 08:35:00,31,dairy
1900-01-01 08:35:00,34,checkout
1900-01-01 08:35:00,40,fruit
1900-01-01 08:35:00,41,drinks
1900-01-01 08:35:00,43,dairy
1900-01-01 08:35:00,44,fruit
1900-01-01 08:35:00,45,spices
1900-01-01 08:35:00,46,fruit
1900-01-01 08:35:00,47,dairy
1900-01-01 08:36:00,29,dairy
1900-01-01 08:36:00,31,spices
1900-01-01 08:36:00,40,fruit
1900-01-01 08:36:00,41,dairy
1900-01-01 08:36:00,43,dairy
1900-01-01 08:36:00,44,fruit
1900-01-01 08:36:00,45,spices
1900-01-01 08:36:00,46,dairy
1900-01-01 08:36:00,47,dairy
1900-01-01 08:36:00,48,entry
1900-01-01 08:37:00,29,dairy
1900-01-01 08:37:00,31,checkout
1900-01-01 08:37:00,40,fruit
1900-01-01 08:37:00,41,dairy
1900-01-01 08:37:00,43,dairy
1900-01-01 08:37:00,44,fruit
1900-01-01 08:37:00,45,dairy
1900-01-01 08:37:00,46,checkout
1900-01-01 08:37:00,47,spices
1900-01-01 08:37:00,48,drinks
1900-01-01 08:38:00,29,dairy
1900-01-01 08:38:00,40,fruit
1900-01-01 08:38:00,41,dairy
1900-01-01 08:38:00,43,dairy
1900-01-01 08:38:00,44,fruit
1900-01-01 08:38:00,45,dairy
1900-01-01 08:38:00,47,spices
1900-01-01 08:38:00,48,drinks
1900-01-01 08:38:00,49,entry
1900-01-01 08:38:00,50,entry
1900-01-01 08:39:00,29,dairy
1900-01-01 08:39:00,40,fruit
1900-01-01 08:39:00,41,dairy
1900-01-01 08:39:00,43,dairy
1900-01-01 08:39:00,44,drinks
1900-01-01 08:39:00,45,dairy
1900-01-01 08:39:00,47,drinks
1900-01-01 08:39:00,48,drinks
1900-01-01 08:39:00,49,dairy
1900-01-01 08:39:00,50,fruit
1900-01-01 08:40:00,29,dairy
1900-01-01 08:40:00,40,dairy
1900-01-01 08:40:00,41,dairy
1900-01-01 08:40:00,43,checkout
1900-01-01 08:40:00,44,drinks
1900-01-01 08:40:00,45,drinks
1900-01-01 08:40:00,47,checkout
1900-01-01 08:40:00,48,checkout
1900-01-01 08:40:00,49,dairy
1900-01-01 08:40:00,50,checkout
1900-01-01 08:41:00,29,dairy
1900-01-01 08:41:00,40,dairy
1900-01-01 08:41:00,41,dairy
1900-01-01 08:41:00,44,drinks
1900-01-01 08:41:00,45,checkout
1900-01-01 08:41:00,49,dairy
1900-01-01 08:41:00,51,entry
1900-01-01 08:41:00,52,entry
1900-01-01 08:41:00,53,entry
1900-01-01 08:41:00,54,entry
1900-01-01 08:42:00,29,fruit
1900-01-01 08:42:00,40,dairy
1900-01-01 08:42:00,41,dairy
1900-01-01 08:42:00,44,drinks
1900-01-01 08:42:00,49,checkout
1900-01-01 08:42:00,51,dairy
1900-01-01 08:42:00,52,dairy
1900-01-01 08:42:00,53,fruit
1900-01-01 08:42:00,54,fruit
1900-01-01 08:42:00,55,entry
1900-01-01 08:43:00,29,fruit
1900-01-01 08:43:00,40,dairy
1900-01-01 08:43:00,41,dairy
1900-01-01 08:43:00,44,spices
1900-01-01 08:43:00,51,checkout
1900-01-01 08:43:00,52,dairy
1900-01-01 08:43:00,53,fruit
1900-01-01 08:43:00,54,fruit
1900-01-01 08:43:00,55,dairy
1900-01-01 08:43:00,56,entry
1900-01-01 08:44:00,29,fruit
1900-01-01 08:44:00,40,dairy
1900-01-01 08:44:00,41,dairy
1900-01-01 08:44:00,44,spices
1900-01-01 08:44:00,52,spices
1900-01-01 08:44:00,53,dairy
1900-01-01 08:44:00,54,spices
1900-01-01 08:44:00,55,dairy
1900-01-01 08:44:00,56,dairy
1900-01-01 08:44:00,57,entry
1900-01-01 08:45:00,29,fruit
1900-01-01 08:45:00,40,dairy
1900-01-01 08:45:00,41,checkout
1900-01-01 08:45:00,44,spices
1900-01-01 08:45:00,52,drinks
1900-01-01 08:45:00,53,fruit
1900-01-01 08:45:00,54,dairy
1900-01-01 08:45:00,55,dairy
1900-01-01 08:45:00,56,dairy
1900-01-01 08:45:00,57,fruit
1900-01-01 08:46:00,29,fruit
1900-01-01 08:46:00,40,checkout
1900-01-01 08:46:00,44,dairy
1900-01-01 08:46:00,52,drinks
1900-01-01 08:46:00,53,fruit
1900-01-01 08:46:00,54,checkout
1900-01-01 08:46:00,55,fruit
1900-01-01 08:46:00,56,fruit
1900-01-01 08:46:00,57,fruit
1900-01-01 08:46:00,58,entry
1900-01-01 08:47:00,29,fruit
1900-01-01 08:47:00,44,fruit
1900-01-01 08:47:00,52,drinks
1900-01-01 08:47:00,53,fruit
1900-01-01 08:47:00,55,checkout
1900-01-01 08:47:00,56,checkout
1900-01-01 08:47:00,57,fruit
1900-01-01 08:47:00,58,fruit
1900-01-01 08:47:00,59,entry
1900-01-01 08:47:00,60,entry
1900-01-01 08:48:00,29,dairy
1900-01-01 08:48:00,44,fruit
1900-01-01 08:48:00,52,drinks
1900-01-01 08:48:00,53,fruit
1900-01-01 08:48:00,57,checkout
1900-01-01 08:48:00,58,fruit
1900-01-01 08:48:00,59,spices
1900-01-01 08:48:00,60,spices
1900-01-01 08:48:00,61,entry
1900-01-01 08:48:00,62,entry
1900-01-01 08:49:00,29,dairy
1900-01-01 08:49:00,44,spices
1900-01-01 08:49:00,52,spices
1900-01-01 08:49:00,53,fruit
1900-01-01 08:49:00,58,fruit
1900-01-01 08:49:00,59,fruit
1900-01-01 08:49:00,60,spices
1900-01-01 08:49:00,61,fruit
1900-01-01 08:49:00,62,fruit
1900-01-01 08:49:00,63,entry
1900-01-01 08:50:00,29,fruit
1900-01-01 08:50:00,44,drinks
1900-01-01 08:50:00,52,dairy
1900-01-01 08:50:00,53,checkout
1900-01-01 08:50:00,58,checkout
1900-01-01 08:50:00,59,fruit
1900-01-01 08:50:00,60,drinks
1900-01-01 08:50:00,61,dairy
1900-01-01 08:50:00,62,checkout
1900-01-01 08:50:00,63,spices
1900-01-01 08:51:00,29,fruit
1900-01-01 08:51:00,44,fruit
1900-01-01 08:51:00,52,dairy
1900-01-01 08:51:00,59,drinks
1900-01-01 08:51:00,60,drinks
1900-01-01 08:51:00,61,dairy
1900-01-01 08:51:00,63,spices
1900-01-01 08:51:00,64,entry
1900-01-01 08:51:00,65,entry
1900-01-01 08:51:00,66,entry
1900-01-01 08:52:00,29,spices
1900-01-01 08:52:00,44,dairy
1900-01-01 08:52:00,52,dairy
1900-01-01 08:52:00,59,drinks
1900-01-01 08:52:00,60,checkout
1900-01-01 08:52:00,61,spices
1900-01-01 08:52:00,63,spices
1900-01-01 08:52:00,64,dairy
1900-01-01 08:52:00,65,spices
1900-01-01 08:52:00,66,fruit
1900-01-01 08:53:00,29,spices
1900-01-01 08:53:00,44,dairy
1900-01-01 08:53:00,52,spices
1900-01-01 08:53:00,59,checkout
1900-01-01 08:53:00,61,fruit
1900-01-01 08:53:00,63,fruit
1900-01-01 08:53:00,64,fruit
1900-01-01 08:53:00,65,spices
1900-01-01 08:53:00,66,fruit
1900-01-01 08:53:00,67,entry
1900-01-01 08:54:00,29,fruit
1900-01-01 08:54:00,44,dairy
1900-01-01 08:54:00,52,spices
1900-01-01 08:54:00,61,spices
1900-01-01 08:54:00,63,checkout
1900-01-01 08:54:00,64,dairy
1900-01-01 08:54:00,65,spices
1900-01-01 08:54:00,66,fruit
1900-01-01 08:54:00,67,dairy
1900-01-01 08:54:00,68,entry
1900-01-01 08:55:00,29,checkout
1900-01-01 08:55:00,44,dairy
1900-01-01 08:55:00,52,fruit
1900-01-01 08:55:00,61,drinks
1900-01-01 08:55:00,64,dairy
1900-01-01 08:55:00,65,dairy
1900-01-01 08:55:00,66,checkout
1900-01-01 08:55:00,67,dairy
1900-01-01 08:55:00,68,dairy
1900-01-01 08:55:00,69,entry
1900-01-01 08:56:00,44,dairy
1900-01-01 08:56:00,52,spices
1900-01-01 08:56:00,61,drinks
1900-01-01 08:56:00,64,dairy
1900-01-01 08:56:00,65,drinks
1900-01-01 08:56:00,67,dairy
1900-01-01 08:56:00,68,dairy
1900-01-01 08:56:00,69,drinks
1900-01-01 08:56:00,70,entry
1900-01-01 08:56:00,71,entry
1900-01-01 08:57:00,44,dairy
1900-01-01 08:57:00,52,dairy
1900-01-01 08:57:00,61,drinks
1900-01-01 08:57:00,64,dairy
1900-01-01 08:57:00,65,drinks
1900-01-01 08:57:00,67,drinks
1900-01-01 08:57:00,68,dairy
1900-01-01 08:57:00,69,fruit
1900-01-01 08:57:00,70,dairy
1900-01-01 08:57:00,71,dairy
1900-01-01 08:58:00,44,spices
1900-01-01 08:58:00,52,dairy
1900-01-01 08:58:00,61,drinks
1900-01-01 08:58:00,64,dairy
1900-01-01 08:58:00,65,dairy
1900-01-01 08:58:00,67,drinks
1900-01-01 08:58:00,68,dairy
1900-01-01 08:58:00,69,checkout
1900-01-01 08:58:00,70,dairy
1900-01-01 08:58:00,71,dairy
1900-01-01 08:59:00,44,fruit
1900-01-01 08:59:00,52,dairy
1900-01-01 08:59:00,61,fruit
1900-01-01 08:59:00,64,spices
1900-01-01 08:59:00,65,dairy
1900-01-01 08:59:00,67,drinks
1900-01-01 08:59:00,68,dairy
1900-01-01 08:59:00,70,fruit
1900-01-01 08:59:00,71,dairy
1900-01-01 08:59:00,72,entry
1900-01-01 09:00:00,44,fruit
1900-01-01 09:00:00,52,fruit
1900-01-01 09:00:00,61,fruit
1900-01-01 09:00:00,64,fruit
1900-01-01 09:00:00,65,dairy
1900-01-01 09:00:00,67,drinks
1900-01-01 09:00:00,68,dairy
1900-01-01 09:00:00,70,fruit
1900-01-01 09:00:00,71,dairy
1900-01-01 09:00:00,72,drinks
1900-01-01 09:01:00,44,dairy
1900-01-01 09:01:00,52,fruit
1900-01-01 09:01:00,61,fruit
1900-01-01 09:01:00,64,fruit
1900-01-01 09:01:00,65,spices
1900-01-01 09:01:00,67,drinks
1900-01-01 09:01:00,68,spices
1900-01-01 09:01:00,70,fruit
1900-01-01 09:01:00,71,dairy
1900-01-01 09:01:00,72,fruit
1900-01-01 09:02:00,44,dairy
1900-01-01 09:02:00,52,fruit
1900-01-01 09:02:00,61,fruit
1900-01-01 09:02:00,64,fruit
1900-01-01 09:02:00,65,spices
1900-01-01 09:02:00,67,drinks
1900-01-01 09:02:00,68,checkout
1900-01-01 09:02:00,70,fruit
1900-01-01 09:02:00,71,dairy
1900-01-01 09:02:00,72,fruit
1900-01-01 09:03:00,44,dairy
1900-01-01 09:03:00,52,checkout
1900-01-01 09:03:00,61,drinks
1900-01-01 09:03:00,64,fruit
1900-01-01 09:03:00,65,dairy
1900-01-01 09:03:00,67,drinks
1900-01-01 09:03:00,70,fruit
1900-01-01 09:03:00,71,fruit
1900-01-01 09:03:00,72,fruit
1900-01-01 09:03:00,73,entry
1900-01-01 09:04:00,44,dairy
1900-01-01 09:04:00,61,drinks
1900-01-01 09:04:00,64,checkout
1900-01-01 09:04:00,65,dairy
1900-01-01 09:04:00,67,dairy
1900-01-01 09:04:00,70,fruit
1900-01-01 09:04:00,71,fruit
1900-01-01 09:04:00,72,checkout
1900-01-01 09:04:00,73,fruit
1900-01-01 09:04:00,74,entry
1900-01-01 09:05:00,44,dairy
1900-01-01 09:05:00,61,checkout
1900-01-01 09:05:00,65,dairy
1900-01-01 09:05:00,67,checkout
1900-01-01 09:05:00,70,fruit
1900-01-01 09:05:00,71,drinks
1900-01-01 09:05:00,73,fruit
1900-01-01 09:05:00,74,dairy
1900-01-01 09:05:00,75,entry
1900-01-01 09:05:00,76,entry
1900-01-01 09:06:00,44,spices
1900-01-01 09:06:00,65,checkout
1900-01-01 09:06:00,70,fruit
1900-01-01 09:06:00,71,drinks
1900-01-01 09:06:00,73,fruit
1900-01-01 09:06:00,74,dairy
1900-01-01 09:06:00,75,fruit
1900-01-01 09:06:00,76,spices
1900-01-01 09:06:00,77,entry
1900-01-01 09:06:00,78,entry
1900-01-01 09:07:00,44,spices
1900-01-01 09:07:00,70,fruit
1900-01-01 09:07:00,71,drinks
1900-01-01 09:07:00,73,checkout
1900-01-01 09:07:00,74,dairy
1900-01-01 09:07:00,75,spices
1900-01-01 09:07:00,76,dairy
1900-01-01 09:07:00,77,spices
1900-01-01 09:07:00,78,spices
1900-01-01 09:07:00,79,entry
1900-01-01 09:08:00,44,dairy
1900-01-01 09:08:00,70,dairy
1900-01-01 09:08:00,71,fruit
1900-01-01 09:08:00,74,dairy
1900-01-01 09:08:00,75,drinks
1900-01-01 09:08:00,76,drinks
1900-01-01 09:08:00,77,drinks
1900-01-01 09:08:00,78,drinks
1900-01-01 09:08:00,79,dairy
1900-01-01 09:08:00,80,entry
1900-01-01 09:09:00,44,dairy
1900-01-01 09:09:00,70,checkout
1900-01-01 09:09:00,71,checkout
1900-01-01 09:09:00,74,dairy
1900-01-01 09:09:00,75,drinks
1900-01-01 09:09:00,76,drinks
1900-01-01 09:09:00,77,checkout
1900-01-01 09:09:00,78,checkout
1900-01-01 09:09:00,79,checkout
1900-01-01 09:09:00,80,spices
1900-01-01 09:10:00,44,dairy
1900-01-01 09:10:00,74,dairy
1900-01-01 09:10:00,75,fruit
1900-01-01 09:10:00,76,checkout
1900-01-01 09:10:00,80,dairy
1900-01-01 09:10:00,81,entry
1900-01-01 09:10:00,82,entry
1900-01-01 09:10:00,83,entry
1900-01-01 09:10:00,84,entry
1900-01-01 09:10:00,85,entry
1900-01-01 09:11:00,44,dairy
1900-01-01 09:11:00,74,drinks
1900-01-01 09:11:00,75,fruit
1900-01-01 09:11:00,80,dairy
1900-01-01 09:11:00,81,dairy
1900-01-01 09:11:00,82,dairy
1900-01-01 09:11:00,83,spices
1900-01-01 09:11:00,84,fruit
1900-01-01 09:11:00,85,fruit
1900-01-01 09:11:00,86,entry
1900-01-01 09:12:00,44,dairy
1900-01-01 09:12:00,74,drinks
1900-01-01 09:12:00,75,checkout
1900-01-01 09:12:00,80,checkout
1900-01-01 09:12:00,81,dairy
1900-01-01 09:12:00,82,dairy
1900-01-01 09:12:00,83,checkout
1900-01-01 09:12:00,84,fruit
1900-01-01 09:12:00,85,fruit
1900-01-01 09:12:00,86,dairy
1900-01-01 09:13:00,44,dairy
1900-01-01 09:13:00,74,drinks
1900-01-01 09:13:00,81,fruit
1900-01-01 09:13:00,82,dairy
1900-01-01 09:13:00,84,checkout
1900-01-01 09:13:00,85,checkout
1900-01-01 09:13:00,86,spices
1900-01-01 09:13:00,87,entry
1900-01-01 09:13:00,88,entry
1900-01-01 09:13:00,89,entry
1900-01-01 09:14:00,44,spices
1900-01-01 09:14:00,74,drinks
1900-01-01 09:14:00,81,fruit
